Month,Day,1980's Average,1990's Average,2000's Average,2010's Average,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
02,16,15342846,14971204,14442379,13872531.7,-9999,-9999,15661746,15249416,-9999,15738828,-9999,-9999,15417156,-9999,15037716,14926613,15119692,14902608,15008607,15153065,14983718,14670952,14644846,15157783,15188672,14882097,14525657,14885982,14937900,14741327,14466906,14005573,13850319,14044467,14243550,14359355,14177081,13907088,14062490,14242024,13795307,13883835,13666867,13709174,13361998,13919453,13979513,13978817,14047511,13715197,13924489
02,17,15369278,14995478,14466840,13867943.5,-9999,16003740,-9999,-9999,15691692,-9999,15013175,15148627,-9999,15656086,15080652,14942292,15174783,14929109,15014935,15168115,14988589,14705975,14689986,15157089,15216084,14910111,14547515,14914996,14990913,14794676,14487003,13952645,13840400,14038307,14273322,14421548,14220886,13920876,14116673,14222483,13811369,13770330,13611662,13723104,13355141,13926911,13952752,13875310,14009030,13657886,13945796
02,18,15398636,15019481,14483743,13870988.9,-9999,-9999,15771486,15285013,-9999,15745046,-9999,-9999,15451815,-9999,15146113,14970577,15189978,14984154,15025006,15235788,15018838,14703472,14729533,15122679,15255121,14930238,14606090,14916599,15012671,14801304,14536093,13868287,13792039,14033442,14318477,14458196,14230353,13932956,14141013,14164431,13823911,13774725,13547054,13730632,13402286,13962528,13955872,13771850,13993270,13656212,14004172
02,19,15428082,15029095,14497565,13893434.5,-9999,15986377,-9999,-9999,15790311,-9999,15069399,15141301,-9999,15722029,15183177,15027615,15203213,15021256,15029175,15230248,15035473,14683621,14781703,15066621,15297490,14942148,14652472,14905267,15032192,14824519,14570793,13814486,13757107,14050408,14379429,14412506,14212404,13941872,14133535,14113242,13935082,13789853,13577466,13778754,13439935,14012202,13984579,13748191,14048223,13714810,14086340
02,20,15454582,15039710,14506672,13913336.9,-9999,-9999,15743892,15359525,-9999,15824872,-9999,-9999,15512324,-9999,15221092,15091806,15189773,15037240,15055881,15213333,15072797,14663036,14839101,15035969,15326712,14963258,14709637,14871445,15031555,14862677,14563085,13840022,13769109,14127015,14404268,14331850,14176615,13931643,14099288,14123664,14035877,13820107,13603479,13777530,13479711,14085455,14099241,13752226,14113858,13768963,14148972
02,21,15484146,15055204,14528382,13938119,-9999,15974788,-9999,-9999,15892716,-9999,15074348,15135803,-9999,15758710,15302086,15130543,15209505,15063940,15052844,15230887,15087501,14679527,14889658,15012205,15361909,14964062,14769619,14873624,15025717,14887892,14530562,13861383,13804668,14145579,14487163,14285131,14171744,13919301,14091316,14157569,14078919,13866218,13586985,13784671,13556973,14167494,14182140,13760259,14142086,13826011,14199637
02,22,15512514,15061778,14543005,13959098.9,-9999,-9999,15783236,15419939,-9999,15912959,-9999,-9999,15537757,-9999,15374718,15137934,15209044,15077397,15054932,15211356,15108924,14694004,14877249,15011948,15409767,14963163,14798604,14869602,14999762,14911647,14578120,13882574,13809238,14149894,14555301,14248785,14239724,13933410,14079354,14177162,14064566,13900685,13593241,13812136,13596151,14194560,14226335,13754975,14179783,13866421,14252729
02,23,15534036,15070165,14554798,13982323.2,-9999,16115057,-9999,-9999,15951471,-9999,15133433,15133253,-9999,15837459,15411364,15146513,15240569,15104871,15042212,15215539,15120060,14707750,14830153,15003727,15468381,14968385,14817292,14889731,14964326,14903460,14594691,13974105,13797290,14193772,14637735,14227543,14282268,13946489,14150040,14229324,14017261,13910147,13630119,13839032,13662634,14155918,14171323,13748553,14393951,13839512,14274684
02,24,15562166,15068498,14568609,13999198.4,-9999,-9999,15792688,15399423,-9999,16012169,-9999,-9999,15595564,-9999,15490453,15164566,15315827,15140934,15018288,15146798,15115184,14737921,14745800,15003221,15488494,14972513,14815869,14938537,14944647,14881483,14595119,14065255,13792214,14209677,14687235,14292907,14292490,13928535,14206024,14346338,14000104,13912852,13780109,13807125,13643404,14075003,14097689,13701350,14155314,13829526,14224068
02,25,15579264,15063872,14583293,14000818.5,-9999,16218389,-9999,-9999,16022054,-9999,15178767,15227611,-9999,15849543,15557658,15177923,15384957,15191941,15001329,15050773,15101539,14761894,14678089,15000213,15487702,14980279,14809339,14992621,14908268,14876681,14572565,14137616,13770769,14192363,14710737,14343339,14226170,13882070,14242212,14429912,13989356,13931097,13877194,13772990,13638724,14018460,14082564,13671553,14116197,13839917,14203749
